test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,Tau_th,Premium_th,Delta_th,option_return,M_floor,Return_t,Cluster
2020-04-19,1,6500,7128.255797493,655.284423494645,5,0.911865112321377,0.79671381597159,0.686170436822924,0.0012,0,47046.432,6.6,7477.6,0,1032.02429784278,1,0.4918712622321158,0.91,-0.09226320300294094,0
2020-04-19,1,6750,7157.12,454.48,5,0.9431167844049,0.757067806231568,0.5787,0.0012,0,14314.24,2,7477.6,0,768.44,1,0.600950536877311,0.94,-0.05856516053319363,0
2020-04-19,1,7000,7154.37932837753,276.434416125644,5,0.978427300960689,0.751177323603047,0.587866979144768,0.0012,0,515112.364,72,7477.6,0,529.900738545746,1,0.727715407848939,0.97,-0.021808791318294014,0
2020-04-19,1,7250,7163.83899215111,157.754746797677,5,1.01203927327753,0.747267308345257,0.599789915699376,0.0012,0,273655.388,38.2,7477.6,0,298.126513629808,1,0.4427458103172073,1.01,0.011967377698771063,0
2020-04-19,1,7500,7134.38741745228,81.2849925438339,5,1.05127580541328,0.754567235308388,0.643763640351957,0.0012,0,1165726.438,163.4,7477.6,0,56.2794813154329,0.86632358597245,-1,1.05,0.050004479364766596,0
2020-04-19,1,7750,7147.20836828133,47.282203378222,5,1.08436008911847,0.764975692464028,0.689809067587264,0.0012,0,201547.44,28.2,7477.6,0,5.91258055431241,0,-1,1.08,0.08099003338969947,0
2020-04-19,1,8000,7223.77149697368,39.1569999553103,5,1.10748199470833,0.776865406355958,0.73379512151798,0.0012,0,394408.218,54.6,7477.6,0,3.75,0,-1,1.1,0.10208896520529549,0
2020-05-17,1,8750,9639.97090387305,1050.00301817587,5,0.90779851268178,0.896104339562275,1.10676056228993,0.0012,0,212051.46,22,9057.57,0,330.075013770425,1,-0.7070770324695549,0.9,-0.09673282733765061,1
2020-05-17,1,9000,9534.99991743858,683.502558644123,5,0.943955105312785,0.824036465534512,0.803634910519668,0.0012,0,43858.018,4.6,9057.57,0,95.9392317917461,0.848782729084279,-0.9157720782871649,0.94,-0.05767667189892242,1
2020-05-17,1,9250,9638.62160758726,582.112929528135,5,0.959871893479348,0.820534453971582,0.798301558220866,0.0012,0,520381.942,54,9057.57,0,10.5913309282069,0,-1,0.95,-0.04095544771708274,1
