test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,value_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster
2020/3/28,1,6500,6148,501.06,27,1.057254392,0.994189899,0.9749,3.00E-04,0,24592,4,7477.6,977.6,0.951063745,1.05,0.057254392,0
2020/3/28,1,6500,6313.55,577.69,27,1.029531721,0.994537876,0.9812,3.00E-04,0,3156.775,0.5,7477.6,977.6,0.692257093,1.02,0.029531721,0
2020/3/28,1,6500,6144.08,513.03,27,1.057928933,0.994915429,0.9928,3.00E-04,0,30720.4,5,7477.6,977.6,0.905541586,1.05,0.057928933,0
2020/3/28,1,6500,6144.08,516.1,27,1.057928933,0.995092492,0.9975,3.00E-04,0,18432.24,3,7477.6,977.6,0.894206549,1.05,0.057928933,0
2020/3/28,1,6500,6092.21,505.65,27,1.066936301,0.995824209,1.0193,3.00E-04,0,71278.857,11.7,7477.6,977.6,0.93335311,1.06,0.066936301,0
2020/3/28,1,6500,6088.84,508.42,27,1.06752682,0.996088139,1.0278,3.00E-04,0,1217.768,0.2,7477.6,977.6,0.922819716,1.06,0.06752682,0
2020/3/28,1,6500,6268.96,542.27,27,1.036854598,0.993789964,0.9644,3.00E-04,0,3134.48,0.5,7477.6,977.6,0.802791967,1.03,0.036854598,0
2020/3/28,1,6500,6287.19,572.13,27,1.03384819,0.994384715,0.9778,3.00E-04,0,8802.066,1.4,7477.6,977.6,0.708702568,1.03,0.03384819,0
2020/3/28,1,6500,6255.18,547.33,27,1.039138762,0.994275832,0.9756,3.00E-04,0,31275.9,5,7477.6,977.6,0.786125372,1.03,0.039138762,0
2020/3/28,1,6500,6253.47,547.18,27,1.039422912,0.994308843,0.9764,3.00E-04,0,31267.35,5,7477.6,977.6,0.786615008,1.03,0.039422912,0
2020/3/28,1,6500,6243.05,546.27,27,1.041157767,0.99447458,0.9805,3.00E-04,0,31215.25,5,7477.6,977.6,0.789591228,1.04,0.041157767,0
2020/3/28,1,6500,6234.79,545.54,27,1.042537118,0.994657098,0.9851,3.00E-04,0,31173.95,5,7477.6,977.6,0.791985922,1.04,0.042537118,0
2020/3/28,1,6500,6290.19,553.54,27,1.033355113,0.993584367,0.9597,3.00E-04,0,3145.095,0.5,7477.6,977.6,0.766087365,1.03,0.033355113,0
2020/3/28,1,6500,6313.55,577.69,27,1.029531721,0.994537876,0.9812,3.00E-04,0,3156.775,0.5,7477.6,977.6,0.692257093,1.02,0.029531721,0
2020/3/28,1,6500,6148,501.06,27,1.057254392,0.994189899,0.9749,3.00E-04,0,24592,4,7477.6,977.6,0.951063745,1.05,0.057254392,0
2020/3/28,1,6500,6290.19,553.54,27,1.033355113,0.993584367,0.9597,3.00E-04,0,3145.095,0.5,7477.6,977.6,0.766087365,1.03,0.033355113,0
2020/3/28,1,6500,6287.19,572.13,27,1.03384819,0.994384715,0.9778,3.00E-04,0,8802.066,1.4,7477.6,977.6,0.708702568,1.03,0.03384819,0
2020/3/28,1,6500,6255.18,547.33,27,1.039138762,0.994275832,0.9756,3.00E-04,0,31275.9,5,7477.6,977.6,0.786125372,1.03,0.039138762,0
2020/3/28,1,6500,6253.47,547.18,27,1.039422912,0.994308843,0.9764,3.00E-04,0,31267.35,5,7477.6,977.6,0.786615008,1.03,0.039422912,0
2020/3/28,1,6500,6243.05,546.27,27,1.041157767,0.99447458,0.9805,3.00E-04,0,31215.25,5,7477.6,977.6,0.789591228,1.04,0.041157767,0
2020/3/28,1,6500,6234.79,545.54,27,1.042537118,0.994657098,0.9851,3.00E-04,0,31173.95,5,7477.6,977.6,0.791985922,1.04,0.042537118,0
2020/3/28,1,6500,6268.96,542.27,27,1.036854598,0.993789964,0.9644,3.00E-04,0,3134.48,0.5,7477.6,977.6,0.802791967,1.03,0.036854598,0
2020/3/28,1,6500,6144.08,513.03,27,1.057928933,0.994915429,0.9928,3.00E-04,0,30720.4,5,7477.6,977.6,0.905541586,1.05,0.057928933,0
2020/3/28,1,6500,6144.08,516.1,27,1.057928933,0.995092492,0.9975,3.00E-04,0,18432.24,3,7477.6,977.6,0.894206549,1.05,0.057928933,0
2020/3/28,1,6500,6092.21,505.65,27,1.066936301,0.995824209,1.0193,3.00E-04,0,71278.857,11.7,7477.6,977.6,0.93335311,1.06,0.066936301,0
2020/3/28,1,6500,6088.84,508.42,27,1.06752682,0.996088139,1.0278,3.00E-04,0,1217.768,0.2,7477.6,977.6,0.922819716,1.06,0.06752682,0
2020/3/28,1,7000,6256.41,375.38,27,1.118852505,0.993622786,0.9666,3.00E-04,0,12512.82,2,7477.6,477.6,0.272310725,1.11,0.118852505,0
2020/3/28,1,7000,6302.5,390.76,27,1.110670369,0.993630214,0.9662,3.00E-04,0,2521,0.4,7477.6,477.6,0.222233596,1.11,0.110670369,0
2020/3/28,1,7000,6302.5,390.76,27,1.110670369,0.993630214,0.9662,3.00E-04,0,1890.75,0.3,7477.6,477.6,0.222233596,1.11,0.110670369,0
2020/3/28,1,7000,6313.55,391.44,27,1.108726469,0.993412675,0.9615,3.00E-04,0,3156.775,0.5,7477.6,477.6,0.220110362,1.1,0.108726469,0
2020/3/28,1,7000,6315.82,394.74,27,1.108327976,0.992888783,0.951,3.00E-04,0,1263.164,0.2,7477.6,477.6,0.209910321,1.1,0.108327976,0
2020/3/28,1,7000,6273.34,385.81,27,1.115833033,0.993422911,0.9622,3.00E-04,0,627.334,0.1,7477.6,477.6,0.237915036,1.11,0.115833033,0
2020/3/28,1,7000,6316.79,401.12,27,1.108157783,0.993346595,0.9601,3.00E-04,0,1263.358,0.2,7477.6,477.6,0.190666135,1.1,0.108157783,0
2020/3/28,1,7000,6184.03,343.21,27,1.131947937,0.992897739,0.9528,3.00E-04,0,18552.09,3,7477.6,477.6,0.391567845,1.13,0.131947937,0
2020/3/28,1,7000,6189.4,362.08,27,1.130965845,0.994010966,0.9759,3.00E-04,0,3094.7,0.5,7477.6,477.6,0.319045515,1.13,0.130965845,0
2020/3/28,1,7000,6066.24,312.41,27,1.153927309,0.994103476,0.9795,3.00E-04,0,606.624,0.1,7477.6,477.6,0.528760283,1.15,0.153927309,0
2020/3/28,1,7000,6200.53,353.43,27,1.128935752,0.993749545,0.97,3.00E-04,0,3100.265,0.5,7477.6,477.6,0.35132841,1.12,0.128935752,0
2020/3/28,1,7000,6201.04,353.46,27,1.128842904,0.993717411,0.9693,3.00E-04,0,3100.52,0.5,7477.6,477.6,0.351213716,1.12,0.128842904,0
2020/3/28,1,7000,6316.79,401.12,27,1.108157783,0.993346595,0.9601,3.00E-04,0,1263.358,0.2,7477.6,477.6,0.190666135,1.1,0.108157783,0
2020/3/28,1,7000,6315.82,394.74,27,1.108327976,0.992888783,0.951,3.00E-04,0,1263.164,0.2,7477.6,477.6,0.209910321,1.1,0.108327976,0
2020/3/28,1,7000,6273.34,385.81,27,1.115833033,0.993422911,0.9622,3.00E-04,0,627.334,0.1,7477.6,477.6,0.237915036,1.11,0.115833033,0
2020/3/28,1,7000,6184.03,343.21,27,1.131947937,0.992897739,0.9528,3.00E-04,0,18552.09,3,7477.6,477.6,0.391567845,1.13,0.131947937,0
2020/3/28,1,7000,6313.55,391.44,27,1.108726469,0.993412675,0.9615,3.00E-04,0,3156.775,0.5,7477.6,477.6,0.220110362,1.1,0.108726469,0
2020/3/28,1,7000,6302.5,390.76,27,1.110670369,0.993630214,0.9662,3.00E-04,0,1890.75,0.3,7477.6,477.6,0.222233596,1.11,0.110670369,0
2020/3/28,1,7000,6302.5,390.76,27,1.110670369,0.993630214,0.9662,3.00E-04,0,2521,0.4,7477.6,477.6,0.222233596,1.11,0.110670369,0
2020/3/28,1,7000,6256.41,375.38,27,1.118852505,0.993622786,0.9666,3.00E-04,0,12512.82,2,7477.6,477.6,0.272310725,1.11,0.118852505,0
2020/3/28,1,7000,6189.4,362.08,27,1.130965845,0.994010966,0.9759,3.00E-04,0,3094.7,0.5,7477.6,477.6,0.319045515,1.13,0.130965845,0
2020/3/28,1,7000,6200.53,353.43,27,1.128935752,0.993749545,0.97,3.00E-04,0,3100.265,0.5,7477.6,477.6,0.35132841,1.12,0.128935752,0
2020/3/28,1,7000,6201.04,353.46,27,1.128842904,0.993717411,0.9693,3.00E-04,0,3100.52,0.5,7477.6,477.6,0.351213716,1.12,0.128842904,0
2020/3/28,1,7000,6066.24,312.41,27,1.153927309,0.994103476,0.9795,3.00E-04,0,606.624,0.1,7477.6,477.6,0.528760283,1.15,0.153927309,0
