test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster
2020-08-29,-1,4500,11469.6345084191,5.73416863218765,27,0.392340380116798,7.85085033249358e-5,1.40402109299234,0.001,0,357852.536,31.2,10732.43,0,-1,0.39,-0.607659619883202,1
2020-08-29,-1,6000,11518.89,17.28,27,0.520883522631087,8.8991599892074e-4,1.1593,0.001,0,2303.778,0.2,10732.43,0,-1,0.52,-0.47911647736891305,1
2020-08-29,-1,7000,11456.4438314974,34.4874390068228,27,0.611010033970212,0.00294343868955828,1.02246140976694,0.001,0,339110.634,29.6,10732.43,0,-1,0.61,-0.38898996602978797,1
2020-08-29,-1,8000,11532.4334507163,51.5714402637616,27,0.693696166968741,0.0103360842467242,0.856699341839401,0.001,0,122243.72,10.6,10732.43,0,-1,0.69,-0.30630383303125897,1
2020-08-29,-1,8500,11528.030940782,63.3121372944104,27,0.737336128078218,0.0179839715500533,0.775592367945956,0.001,0,290505.228,25.2,10732.43,0,-1,0.73,-0.262663871921782,1
2020-08-29,-1,9000,11486.4821720765,80.665283169754,27,0.783531482852279,0.0300723590459388,0.694653987520648,0.001,0,663917.164,57.8,10732.43,0,-1,0.78,-0.21646851714772097,1
2020-08-29,-1,9500,11529.0909487342,101.483594167776,27,0.824005147296409,0.0458723740124052,0.6230020479174,0.001,0,1159822.852,100.6,10732.43,0,-1,0.82,-0.17599485270359105,1
2020-08-29,-1,10000,11521.734263733,158.808625846643,27,0.867937001132401,0.0577421244487256,0.584469547558909,0.001,0,3285952.778,285.2,10732.43,0,-1,0.86,-0.13206299886759898,1
2020-08-29,-1,10500,11518.4152476161,250.029561895047,27,0.911583954718966,0.0693379180212626,0.554036914118337,0.001,0,278745.582,24.2,10732.43,0,-1,0.91,-0.08841604528103397,1
2020-08-29,-1,11000,11483.7175177926,384.570190822398,27,0.957880127209492,0.0845298676901249,0.519424722922238,0.001,0,3507119.424,305.4,10732.43,267.5699999999997,-0.3042362450719205,0.95,-0.042119872790507995,1
2020-08-29,-1,11500,11514.1302172024,587.745216496064,27,0.998773434476922,0.0925280942399864,0.506011552123182,0.001,0,741509.51,64.4,10732.43,767.5699999999997,0.30595703453953993,0.99,-0.0012265655230779826,1
2020-08-29,-1,12000,11508.2087251445,852.571059186169,27,1.04273414160677,0.0978744223083359,0.500201891403873,0.001,0,27619.696,2.4,10732.43,1267.5699999999997,0.48676170313589173,1.04,0.042734141606769915,1
2020-08-29,-1,13000,11475.0933742655,1628.78513546026,27,1.13288871808413,0.0904012226729268,0.528804320044719,0.001,0,234091.836,20.4,10732.43,2267.5699999999997,0.3921848564508372,1.13,0.13288871808413005,1
2021-02-27,-1,13000,47103.378083404,23.5557777590415,27,0.275989448711076,1.54262972479492e-7,1.9199115159691,4e-4,0,329722.75,7,51415.92,0,-1,0.27,-0.724010551288924,0
2021-02-27,-1,16000,46453.5417152722,41.6587451965409,27,0.3445887208703,3.68641895970579e-6,1.71063990975738,4e-4,0,69648.246,1.5,51415.92,0,-1,0.34,-0.6554112791297,0
2021-02-27,-1,18000,46985.5696363646,93.1159246367222,27,0.383123350591497,2.07542364991804e-6,1.73185727262568,4e-4,0,2090710.469,44.5,51415.92,0,-1,0.38,-0.616876649408503,0
2021-02-27,-1,20000,46864.1524350956,94.314617683714,27,0.426765463257782,1.57923836807678e-5,1.56155195118144,4e-4,0,1897998.01,40.5,51415.92,0,-1,0.42,-0.573234536742218,0
2021-02-27,-1,24000,46606.7314675216,233.033750182757,27,0.514972342188954,4.61572220026121e-5,1.47180717740391,4e-4,0,60585.778,1.3,51415.92,0,-1,0.51,-0.48502765781104595,0
2021-02-27,-1,28000,46910.348457855,347.776959602179,27,0.596938617158971,3.1007218300111e-4,1.28906925060752,4e-4,0,201695.78,4.3,51415.92,0,-1,0.59,-0.403061382841029,0
2021-02-27,-1,32000,47437.5760923184,704.577736357809,27,0.674623168682075,5.1205681408059e-4,1.24316647788932,4e-4,0,1906842.308,40.2,51415.92,0,-1,0.67,-0.32537683131792505,0
2021-02-27,-1,36000,47095.5822951183,1109.11970824259,27,0.764479633377883,0.00179242879958743,1.10301084908299,4e-4,0,3814359.301,81,51415.92,0,-1,0.76,-0.23552036662211695,0
2021-02-27,-1,40000,47189.5400988403,2040.99482118304,27,0.847722865826924,0.00240090300118134,1.07642381129577,4e-4,0,6851295.67,145.2,51415.92,0,-1,0.84,-0.15227713417307598,0
2021-02-27,-1,44000,47039.288629243,3256.0288047333,27,0.935483966130086,0.00421004436766961,1.00905845400209,4e-4,0,5432482.206,115.5,51415.92,0,-1,0.93,-0.064516033869914,0
2021-02-27,-1,48000,47194.1341316542,5397.45559087741,27,1.01727470567053,0.00315645662769466,1.05385140567093,4e-4,0,1524072.103,32.3,51415.92,0,-1,1.01,0.01727470567053002,0
2021-02-27,-1,50000,46595.19,6546.62,27,1.07307213469888,0.00513285058024926,0.9924,4e-4,0,4659.519,0.1,51415.92,0,-1,1.07,0.07307213469888008,0
2021-02-27,-1,52000,47380.3772685377,7555.62010761554,27,1.09766340531636,0.003939427495046,1.0293791951753,4e-4,0,99484.049,2.1,51415.92,584.0800000000017,-0.9226959545767409,1.09,0.09766340531636009,0
2021-02-27,-1,56000,46564.8314110907,10890.3510745873,27,1.20262438411135,0.00430899599026972,1.02364977386366,4e-4,0,18625.932,0.4,51415.92,4584.080000000002,-0.5790695847540692,1.2,0.20262438411134998,0
2021-07-03,-1,15000,34419.9773572432,50.0406081812226,27,0.435795744805829,7.07136548938056e-5,1.42214524654867,5e-4,0,37861.774,1.1,40005.93,0,-1,0.43,-0.5642042551941711,0
2021-07-03,-1,20000,34509.3848843922,190.354909449765,27,0.579553113760496,4.9815246369632e-4,1.23338470508513,5e-4,0,320936.935,9.3,40005.93,0,-1,0.57,-0.420446886239504,0
2021-07-03,-1,24000,33970.5171726464,530.125843354373,27,0.70663593515655,0.00171794957141254,1.10194815019927,5e-4,0,1107217.962,32.6,40005.93,0,-1,0.7,-0.29336406484345,0
2021-07-03,-1,25000,34673.5440020951,589.447622692336,27,0.721013149549416,0.00188664754440372,1.0918046123788,5e-4,0,24271.402,0.7,40005.93,0,-1,0.72,-0.278986850450584,0
2021-07-03,-1,26000,34526.4591347762,729.113913798441,27,0.753102046851183,0.00258677290161967,1.05540675358051,5e-4,0,476429.458,13.8,40005.93,0,-1,0.75,-0.24689795314881702,0
2021-07-03,-1,28000,34459.4165763706,1071.58184994735,27,0.812562294785362,0.00416117449154952,0.999301497794978,5e-4,0,2036520.782,59.1,40005.93,0,-1,0.81,-0.18743770521463798,0
2021-07-03,-1,30000,34811.630752406,1512.46479161117,27,0.861805884962456,0.00534317067094005,0.970321960258112,5e-4,0,1253182.438,36,40005.93,0,-1,0.86,-0.13819411503754397,0
2021-07-03,-1,32000,34296.8289292768,2316.75387178873,27,0.933258852600929,0.00786662723753856,0.923004300642619,5e-4,0,387459.491,11.3,40005.93,0,-1,0.93,-0.066741147399071,0
2021-07-03,-1,34000,34504.1453202919,3064.7048685414,27,0.985426361654094,0.0103322396925177,0.888419184455948,5e-4,0,365730.017,10.6,40005.93,0,-1,0.98,-0.01457363834590597,0
2021-07-03,-1,35000,34744.87,3422.37,27,1.00734295451386,0.0110711166405171,0.8801,5e-4,0,6948.974,0.2,40005.93,0,-1,1,0.007342954513859912,0
2021-07-03,-1,40000,34412.58,6882.52,27,1.16236562326916,0.0188560889462196,0.8123,5e-4,0,3441.258,0.1,40005.93,0,-1,1.16,0.16236562326915993,0
2021-07-03,-1,60000,34532.02,26417,27,1.73751781679728,2.88664325029941e-5,1.5734,5e-4,0,3453.202,0.1,40005.93,19994.07,-0.24313623802854223,1.73,0.73751781679728,0
2021-10-02,-1,20000,47726.1546192243,39.7572841498335,27,0.419057711021574,1.0736483493624e-4,1.39437233749064,4e-4,0,14317.837,0.3,60587.09,0,-1,0.41,-0.5809422889784259,0
2021-10-02,-1,25000,48097.0822770564,88.7787490753408,27,0.519785721114961,6.209679515618e-4,1.20582844195615,4e-4,0,3438917.091,71.5,60587.09,0,-1,0.51,-0.480214278885039,0
2021-10-02,-1,30000,47792.9298668163,167.762345338666,27,0.627710409586607,0.00353388629980323,1.00377513053872,4e-4,0,224625.875,4.7,60587.09,0,-1,0.62,-0.37228959041339305,0
2021-10-02,-1,35000,48064.043835585,391.736577853101,27,0.728210355932113,0.00868229142831921,0.888637754601094,4e-4,0,3989231.925,83,60587.09,0,-1,0.72,-0.27178964406788697,0
2021-10-02,-1,40000,47859.7094201053,996.706820060688,27,0.835781279727755,0.0169495558717374,0.799388939232151,4e-4,0,1354421.339,28.3,60587.09,0,-1,0.83,-0.16421872027224504,0
