tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.10381370349652,0.105302160887192,0.0210540885000663,0.128258775900946,0.358428728784724
0.184396860456399,0.0541481883034123,0.00723727083465493,0.0264315084688093,0.272213828063275
0.225376151233269,0.0415813634292766,0.00490625774937861,0.0197051920115801,0.291568964423504
0.0210376526086931,0.00900456168072849,0.00174739476704287,0.0107407108378844,0.0425303198943489
0.00970121279577396,0.00797832769130512,0.00169578030115167,0.0158828380459167,0.0352581588341474
0.544325580590654,0.218014601991915,0.0366407921522944,0.201019025265137,1
