tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.0193408803782214,0.0388387956337288,0.00970244087541453,0.124564240756058,0.192446357643423
0.0369118975686461,0.0373778499150716,0.00824055207943897,0.0479707340510596,0.130501033614216
0.091049041553875,0.0620652625658399,0.0103893742131102,0.0527832709685432,0.216286949301368
0.0345321962434825,0.0404995110000989,0.00826156832051419,0.050388134247564,0.13368140981166
0.0199115146368249,0.0500433394445801,0.0153856943638371,0.241743701184091,0.327084249629333
0.20174553038105,0.228824758559319,0.051979629852315,0.517450081207316,1
