tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.0538846882680726,0.0522197225615069,0.0108558193689706,0.0675804653562277,0.184540695554778
0.10219676938612,0.0298902850364598,0.00441165295122764,0.0169312232159525,0.15342993058976
0.225181111419613,0.0403854405734123,0.00510099059722934,0.0186624636012311,0.289330006191486
0.098502934645473,0.0307834409408251,0.00452274065098472,0.0172175136305148,0.151026629867798
0.0469467687449695,0.059465394156841,0.0136339567157509,0.101626618178618,0.221672737796179
0.526712272464248,0.212744283269045,0.0385251602841631,0.222018283982544,1
