tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.0645853664679961,0.0647884404580303,0.0139167219530448,0.0700198693774279,0.213310398256499
0.0920635684074357,0.0350185459423037,0.00495009819406512,0.0151808301641133,0.147213042707918
0.176357571677644,0.039077746264003,0.00518759297562416,0.015230686012064,0.235853596929335
0.0907114804756087,0.0353724526199322,0.00487791788307798,0.0154270416699838,0.146388892648603
0.0489946579916258,0.0720181202655727,0.0186245514286502,0.117596739771797,0.257234069457645
0.47271264502031,0.246275305549842,0.0475568824344622,0.233455166995386,1
