tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.0183100522593925,0.0537147876007541,0.0150288743519835,0.16694142117584,0.25399513538797
0.05372486016385,0.0629783424296621,0.0113956560713157,0.0698496921934878,0.197948550858316
0.0984786613284399,0.0632643641930797,0.0100469856661482,0.0558603642909658,0.227650375478634
0.0208089718125584,0.0152178099111825,0.00335829398511792,0.0359106055922015,0.0752956813010603
0.0287936807446831,0.0346125218541021,0.00691236999376625,0.174791684381469,0.245110256974021
0.220116226308924,0.22978782598878,0.0467421800683316,0.503353767633964,1
