tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.132096891203551,0.133534425542484,0.0283299992888211,0.138688461470906,0.432649777505762
0.178258461196117,0.0673241860545476,0.00847483299356219,0.0248456264453218,0.278903106689548
0.181188262180752,0.0413534303545464,0.00532166682591265,0.0152062265550501,0.243069585916261
0.011139808957369,0.00572024318990336,0.00109493685516575,0.00695238360347501,0.0249073726059131
0.00467567885192023,0.00557792353024179,0.000772499106060154,0.00944405579429309,0.0204701572825153
0.507359102389709,0.253510208671723,0.0439939350695219,0.195136753869046,1
