tau_<=9,tau_10_26,tau_27_33,tau_>33,Total
0.020144334064634,0.0272440686694178,0.00555088298325683,0.0915343871789786,0.144473672896287
0.0238074463707241,0.0174241741187612,0.00578138368173453,0.0309177169153058,0.0779307210865256
0.0852582067022763,0.0611306522217941,0.0106562405657226,0.0503849060731953,0.207430005562988
0.0452284268343039,0.0602047126410417,0.0120833052020646,0.0616722887596802,0.17918873343709
0.0129885281831786,0.0620705116287439,0.0219900191556748,0.293927808049511,0.390976867017108
0.187426942155117,0.228074119279759,0.0560618315884533,0.528437106976671,1
