Date,Q_variance_Qdensity,RV,Cluster,VRP
08-Aug-2017,0.604866999184902,1.720247319909,0,-1.1153803207241
10-Aug-2017,0.835828417682821,1.79559927271436,0,-0.959770855031542
20-Aug-2017,1.20410591987136,0.921107460722425,0,0.282998459148938
19-Sep-2017,1.26996510952553,1.24636510654132,0,0.0236000029842054
28-Oct-2017,0.888217913476221,0.498427756582823,0,0.389790156893398
10-Nov-2017,0.947475525160446,0.325294389182916,0,0.62218113597753
11-Nov-2017,1.09966516132484,0.366296733850668,0,0.733368427474168
12-Nov-2017,1.06146723885979,0.370175047258185,0,0.691292191601607
14-Nov-2017,1.19502438692702,0.872100291715109,0,0.322924095211909
04-Dec-2017,1.23419304792545,1.13083982094511,0,0.103353226980332
09-Dec-2017,2.71292318590368,1.93466161628881,0,0.778261569614864
11-Dec-2017,2.66615819593643,1.58311076643504,0,1.08304742950139
17-Dec-2017,2.85338996695505,1.82949188893132,0,1.02389807802372
29-Dec-2017,2.25114560029023,2.20093233377902,0,0.0502132665112089
30-Dec-2017,2.16914527516219,2.20276546656754,0,-0.0336201914053493
01-Jan-2018,2.09422663268939,2.31059971810044,0,-0.216373085411051
07-Jan-2018,2.14521119952393,1.63254671256258,0,0.512664486961358
09-Jan-2018,2.09074805789453,1.56291009258032,0,0.52783796531421
12-Jan-2018,2.35704691980076,1.54416378933822,0,0.812883130462545
13-Jan-2018,2.09453155250168,1.45565577860377,0,0.638875773897904
14-Jan-2018,2.29423294019349,1.45497788644062,0,0.839255053752868
15-Jan-2018,2.22118089054951,1.45150722590259,0,0.769673664646919
16-Jan-2018,1.94076199480676,1.39300479687128,0,0.547757197935482
26-Jan-2018,1.88491597659506,1.86081034424067,0,0.0241056323543944
27-Jan-2018,1.85081518675387,1.80838279056346,0,0.0424323961904123
28-Jan-2018,1.73455879786694,1.77616327244883,0,-0.0416044745818924
29-Jan-2018,1.79944377450085,1.7676109356944,0,0.031832838806451
30-Jan-2018,2.1440618296308,1.67712874942093,0,0.466933080209871
04-Feb-2018,1.99131946673314,1.71630168354278,0,0.275017783190358
05-Feb-2018,2.33310510831772,1.56926448405591,0,0.76384062426181
06-Feb-2018,2.34659080756935,2.12292157057146,0,0.223669236997893
07-Feb-2018,1.70255066049717,2.12018759585023,0,-0.417636935353065
08-Feb-2018,1.75089648657551,2.36037439756786,0,-0.609477910992356
09-Feb-2018,2.11845981001325,2.3366450756553,0,-0.218185265642048
10-Feb-2018,2.09314364540199,2.33560582907977,0,-0.242462183677785
11-Feb-2018,2.58766958102582,2.33643869083334,0,0.251230890192478
12-Feb-2018,1.99254597874465,2.33478019793497,0,-0.34223421919032
13-Feb-2018,2.32442452274716,2.33508115249861,0,-0.0106566297514501
14-Feb-2018,1.69908936271931,1.85858782225991,0,-0.159498459540592
15-Feb-2018,1.76049702367854,1.94439968511971,0,-0.183902661441163
19-Feb-2018,1.88083982559537,1.59081667249022,0,0.290023153105153
23-Feb-2018,2.12221368933327,1.78069385182126,0,0.341519837512014
24-Feb-2018,1.98972895481955,1.75491842109967,0,0.234810533719881
25-Feb-2018,2.06150123290409,1.75403418577242,0,0.307467047131668
03-Mar-2018,2.14689851006707,1.60692276657795,0,0.53997574348912
04-Mar-2018,2.10200169307603,1.58688492781987,0,0.515116765256167
11-Mar-2018,1.12871597610775,0.920056799525006,0,0.208659176582745
12-Mar-2018,2.70844924707815,0.904996081194989,0,1.80345316588316
16-Mar-2018,1.54265483888159,0.834924693443333,0,0.707730145438252
20-Mar-2018,1.23370366739496,0.787466565960478,0,0.446237101434483
26-Mar-2018,1.05455510385226,0.521314934533883,0,0.533240169318379
06-Apr-2018,1.22630264959156,0.722592320143713,0,0.503710329447847
07-Apr-2018,1.16015507256278,0.717417532055214,0,0.442737540507564
10-Apr-2018,1.09301448053435,0.761556707311119,0,0.331457773223227
13-Apr-2018,1.13731117150026,0.86310573283185,0,0.274205438668415
16-Apr-2018,1.23102554079036,0.860686591207627,0,0.370338949582738
17-Apr-2018,0.703721772647754,0.853831993087546,0,-0.150110220439792
18-Apr-2018,0.997912068624129,0.878989505854301,0,0.118922562769827
19-Apr-2018,0.879367214365897,0.882708395474379,0,-0.00334118110848203
30-Apr-2018,0.988353928227988,0.734855183723868,0,0.253498744504121
07-May-2018,0.886983216125338,0.549673744150046,0,0.337309471975292
08-May-2018,0.748793263817802,0.547518150349382,0,0.20127511346842
18-May-2018,0.775562243201757,0.345946077287611,0,0.429616165914147
20-Jun-2018,0.478804715783837,0.388696373697099,0,0.0901083420867379
22-Jun-2018,0.588206082286515,0.389425640632263,0,0.198780441654252
27-Jun-2018,0.670547454334696,0.442802541079979,0,0.227744913254717
26-Aug-2018,0.9475000382098,0.230152936668181,0,0.717347101541619
20-Sep-2018,0.332948258712919,0.240600398175773,0,0.0923478605371454
19-Oct-2018,0.408635134974891,0.093430046889825,0,0.315205088085066
20-Nov-2018,2.15466167279163,0.136845424523535,0,2.0178162482681
21-Nov-2018,1.66559494049512,0.354206421602704,0,1.31138851889242
23-Nov-2018,1.83494406494034,0.377015286616644,0,1.4579287783237
24-Nov-2018,1.36849337653919,0.416530490034882,0,0.951962886504307
26-Nov-2018,2.34534696734459,0.64343553876857,0,1.70191142857602
27-Nov-2018,1.52677225563586,0.650125283980335,0,0.876646971655524
28-Nov-2018,1.24002098879091,0.664807319968013,0,0.575213668822895
04-Dec-2018,1.03686288271611,0.78912397769306,0,0.247738905023048
11-Dec-2018,1.0896812170643,0.959553974240398,0,0.130127242823907
12-Dec-2018,1.12876141155294,0.957073472122741,0,0.171687939430203
19-Dec-2018,1.01242820444231,0.678397007269217,0,0.33403119717309
20-Dec-2018,0.983653095007328,0.739373727510144,0,0.244279367497185
21-Dec-2018,1.00385359141862,0.727071013850987,0,0.276782577567637
22-Dec-2018,1.05225244377569,0.744744752498473,0,0.307507691277215
25-Dec-2018,1.26020081691944,0.548710428775552,0,0.711490388143888
26-Dec-2018,1.3474469739922,0.494391035842221,0,0.853055938149977
27-Dec-2018,1.14956883135698,0.474654528210025,0,0.674914303146959
01-Jan-2019,1.09323623279283,0.481049957138845,0,0.612186275653986
02-Jan-2019,1.05312475692334,0.47310683257346,0,0.58001792434988
14-Jan-2019,0.998038873644078,0.380807069378183,0,0.617231804265895
15-Jan-2019,0.506540667286873,0.355526504040726,0,0.151014163246147
17-Jan-2019,0.666776550586278,0.282776238187332,0,0.384000312398946
12-May-2019,1.04621423292742,0.164107524538353,0,0.882106708389065
13-May-2019,1.36836408638552,0.39788982696283,0,0.970474259422691
14-May-2019,1.45021597867974,0.410274321484885,0,1.03994165719486
16-May-2019,1.32496808896438,0.579305830055478,0,0.745662258908906
17-May-2019,1.33520504196061,0.587226097525872,0,0.747978944434733
18-May-2019,1.41334908515483,0.608738071859339,0,0.80461101329549
19-May-2019,1.48024090612405,0.672081462446123,0,0.808159443677926
20-May-2019,1.48794942750566,0.674104603838369,0,0.813844823667292
22-May-2019,1.09449192632142,0.863512709765734,0,0.230979216555688
27-May-2019,1.24973175653887,0.87131456552542,0,0.37841719101345
28-May-2019,1.16105116236305,0.957211324861831,0,0.203839837501224
29-May-2019,1.03254364576719,0.957286473973463,0,0.0752571717937265
18-Jun-2019,1.02839947601641,0.421868748844036,0,0.606530727172374
