test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,value_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster,M_group,steps_ahead,R_t,RF_t,ER_t
2020/3/28,-1,3500,6243.26,68.68,27,0.560604556,0.999969558,1.5145,3.00E-04,0,624.326,0.1,7477.6,0,-1,0.56,-0.439395444,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6173.56,71,27,0.566933827,0.999962486,1.4956,3.00E-04,0,123471.2,20,7477.6,0,-1,0.56,-0.433066173,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6161.8,67.78,27,0.56801584,0.999953769,1.476,3.00E-04,0,123236,20,7477.6,0,-1,0.56,-0.43198416,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6142.65,67.57,27,0.569786656,0.999956673,1.4823,3.00E-04,0,24570.6,4,7477.6,0,-1,0.56,-0.430213344,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6188.62,74.26,27,0.565554195,0.999971117,1.5198,3.00E-04,0,61886.2,10,7477.6,0,-1,0.56,-0.434445805,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6220.47,68.43,27,0.562658449,0.999970343,1.5171,3.00E-04,0,43543.29,7,7477.6,0,-1,0.56,-0.437341551,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6219.82,68.42,27,0.562717249,0.999970309,1.517,3.00E-04,0,3109.91,0.5,7477.6,0,-1,0.56,-0.437282751,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6220.06,68.42,27,0.562695537,0.999970309,1.517,3.00E-04,0,6220.06,1,7477.6,0,-1,0.56,-0.437304463,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6114.64,76.43,27,0.57239674,0.999966047,1.5054,3.00E-04,0,122292.8,20,7477.6,0,-1,0.57,-0.42760326,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,3500,6108.23,76.35,27,0.572997415,0.999965254,1.5033,3.00E-04,0,305411.5,50,7477.6,0,-1,0.57,-0.427002585,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6229.32,102.78,27,0.642124662,0.999834058,1.3568,3.00E-04,0,622.932,0.1,7477.6,0,-1,0.64,-0.357875338,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6208.89,124.18,27,0.644237537,0.999929437,1.442,3.00E-04,0,18626.67,3,7477.6,0,-1,0.64,-0.355762463,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6209.89,111.78,27,0.644133793,0.999887849,1.3965,3.00E-04,0,1862.967,0.3,7477.6,0,-1,0.64,-0.355866207,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6232.13,118.41,27,0.641835135,0.999917413,1.4265,3.00E-04,0,6232.13,1,7477.6,0,-1,0.64,-0.358164865,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6229.32,102.78,27,0.642124662,0.999834058,1.3568,3.00E-04,0,622.932,0.1,7477.6,0,-1,0.64,-0.357875338,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6232.13,118.41,27,0.641835135,0.999917413,1.4265,3.00E-04,0,6232.13,1,7477.6,0,-1,0.64,-0.358164865,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6208.89,124.18,27,0.644237537,0.999929437,1.442,3.00E-04,0,18626.67,3,7477.6,0,-1,0.64,-0.355762463,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4000,6209.89,111.78,27,0.644133793,0.999887849,1.3965,3.00E-04,0,1862.967,0.3,7477.6,0,-1,0.64,-0.355866207,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6260.05,172.15,27,0.718844099,0.999660132,1.2883,3.00E-04,0,31300.25,5,7477.6,0,-1,0.71,-0.281155901,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6254.17,171.99,27,0.719519936,0.999652569,1.286,3.00E-04,0,18762.51,3,7477.6,0,-1,0.71,-0.280480064,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6197.43,185.92,27,0.726107435,0.999668349,1.2915,3.00E-04,0,30987.15,5,7477.6,0,-1,0.72,-0.273892565,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6231.34,180.71,27,0.722156069,0.999705206,1.3037,3.00E-04,0,62313.4,10,7477.6,0,-1,0.72,-0.277843931,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6250.18,181.26,27,0.719979265,0.999728213,1.3121,3.00E-04,0,125003.6,20,7477.6,0,-1,0.71,-0.280020735,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6245.71,174.88,27,0.720494547,0.999675279,1.2933,3.00E-04,0,31228.55,5,7477.6,0,-1,0.72,-0.279505453,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6259.88,169.02,27,0.71886362,0.999607771,1.2729,3.00E-04,0,625.988,0.1,7477.6,0,-1,0.71,-0.28113638,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6140.77,196.5,27,0.732807124,0.999688489,1.2987,3.00E-04,0,12895.617,2.1,7477.6,0,-1,0.73,-0.267192876,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6166.81,191.17,27,0.729712769,0.999674856,1.2939,3.00E-04,0,24667.24,4,7477.6,0,-1,0.72,-0.270287231,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6254.2,168.86,27,0.719516485,0.999605757,1.2724,3.00E-04,0,1250.84,0.2,7477.6,0,-1,0.71,-0.280483515,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6210.63,180.11,27,0.724564175,0.999699323,1.3018,3.00E-04,0,31053.15,5,7477.6,0,-1,0.72,-0.275435825,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6209.18,180.07,27,0.724733379,0.999696147,1.3007,3.00E-04,0,31045.9,5,7477.6,0,-1,0.72,-0.275266621,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6203.19,179.89,27,0.725433205,0.999687859,1.2979,3.00E-04,0,31015.95,5,7477.6,0,-1,0.72,-0.274566795,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6209.55,180.08,27,0.724690195,0.999696444,1.3008,3.00E-04,0,31047.75,5,7477.6,0,-1,0.72,-0.275309805,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6203.11,179.89,27,0.72544256,0.999688151,1.298,3.00E-04,0,31015.55,5,7477.6,0,-1,0.72,-0.27455744,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6197.75,170.44,27,0.726069945,0.999530346,1.2539,3.00E-04,0,619.775,0.1,7477.6,0,-1,0.72,-0.273930055,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6199.47,179.78,27,0.725868502,0.999662454,1.2896,3.00E-04,0,18598.41,3,7477.6,0,-1,0.72,-0.274131498,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6127.76,189.96,27,0.734362965,0.99966473,1.291,3.00E-04,0,18383.28,3,7477.6,0,-1,0.73,-0.265637035,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6254.17,171.99,27,0.719519936,0.999652569,1.286,3.00E-04,0,18762.51,3,7477.6,0,-1,0.71,-0.280480064,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6260.05,172.15,27,0.718844099,0.999660132,1.2883,3.00E-04,0,31300.25,5,7477.6,0,-1,0.71,-0.281155901,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6259.88,169.02,27,0.71886362,0.999607771,1.2729,3.00E-04,0,625.988,0.1,7477.6,0,-1,0.71,-0.28113638,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6197.43,185.92,27,0.726107435,0.999668349,1.2915,3.00E-04,0,30987.15,5,7477.6,0,-1,0.72,-0.273892565,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6231.34,180.71,27,0.722156069,0.999705206,1.3037,3.00E-04,0,62313.4,10,7477.6,0,-1,0.72,-0.277843931,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6250.18,181.26,27,0.719979265,0.999728213,1.3121,3.00E-04,0,125003.6,20,7477.6,0,-1,0.71,-0.280020735,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6245.71,174.88,27,0.720494547,0.999675279,1.2933,3.00E-04,0,31228.55,5,7477.6,0,-1,0.72,-0.279505453,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6197.75,170.44,27,0.726069945,0.999530346,1.2539,3.00E-04,0,619.775,0.1,7477.6,0,-1,0.72,-0.273930055,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6127.76,189.96,27,0.734362965,0.99966473,1.291,3.00E-04,0,18383.28,3,7477.6,0,-1,0.73,-0.265637035,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6199.47,179.78,27,0.725868502,0.999662454,1.2896,3.00E-04,0,18598.41,3,7477.6,0,-1,0.72,-0.274131498,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6254.2,168.86,27,0.719516485,0.999605757,1.2724,3.00E-04,0,1250.84,0.2,7477.6,0,-1,0.71,-0.280483515,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6140.77,196.5,27,0.732807124,0.999688489,1.2987,3.00E-04,0,12895.617,2.1,7477.6,0,-1,0.73,-0.267192876,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6166.81,191.17,27,0.729712769,0.999674856,1.2939,3.00E-04,0,24667.24,4,7477.6,0,-1,0.72,-0.270287231,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6209.18,180.07,27,0.724733379,0.999696147,1.3007,3.00E-04,0,31045.9,5,7477.6,0,-1,0.72,-0.275266621,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6203.19,179.89,27,0.725433205,0.999687859,1.2979,3.00E-04,0,31015.95,5,7477.6,0,-1,0.72,-0.274566795,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6210.63,180.11,27,0.724564175,0.999699323,1.3018,3.00E-04,0,31053.15,5,7477.6,0,-1,0.72,-0.275435825,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6203.11,179.89,27,0.72544256,0.999688151,1.298,3.00E-04,0,31015.55,5,7477.6,0,-1,0.72,-0.27455744,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,4500,6209.55,180.08,27,0.724690195,0.999696444,1.3008,3.00E-04,0,31047.75,5,7477.6,0,-1,0.72,-0.275309805,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6200.25,263.51,27,0.806419096,0.998881094,1.1623,3.00E-04,0,620.025,0.1,7477.6,0,-1,0.8,-0.193580904,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6199.09,266.56,27,0.806569997,0.998936212,1.1682,3.00E-04,0,619.909,0.1,7477.6,0,-1,0.8,-0.193430003,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6197.14,266.48,27,0.806823793,0.998928685,1.1674,3.00E-04,0,619.714,0.1,7477.6,0,-1,0.8,-0.193176207,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6196.83,266.46,27,0.806864155,0.998927735,1.1673,3.00E-04,0,619.683,0.1,7477.6,0,-1,0.8,-0.193135845,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6184.42,259.75,27,0.808483253,0.998738691,1.1484,3.00E-04,0,618.442,0.1,7477.6,0,-1,0.8,-0.191516747,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6183.55,278.26,27,0.808597003,0.99908762,1.1861,3.00E-04,0,1236.71,0.2,7477.6,0,-1,0.8,-0.191402997,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6254.97,268.96,27,0.799364345,0.999224363,1.2039,3.00E-04,0,100079.52,16,7477.6,0,-1,0.79,-0.200635655,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6284.56,263.95,27,0.795600647,0.999173595,1.1964,3.00E-04,0,90497.664,14.4,7477.6,0,-1,0.79,-0.204399353,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6284.02,267.07,27,0.795669014,0.999219481,1.2029,3.00E-04,0,31420.1,5,7477.6,0,-1,0.79,-0.204330986,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6284.02,267.07,27,0.795669014,0.999219481,1.2029,3.00E-04,0,50272.16,8,7477.6,0,-1,0.79,-0.204330986,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6283.93,267.07,27,0.79568041,0.999219475,1.2029,3.00E-04,0,50271.44,8,7477.6,0,-1,0.79,-0.20431959,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6283.93,267.07,27,0.79568041,0.999219475,1.2029,3.00E-04,0,100542.88,16,7477.6,0,-1,0.79,-0.20431959,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6284.03,263.93,27,0.795667748,0.999173557,1.1964,3.00E-04,0,149559.914,23.8,7477.6,0,-1,0.79,-0.204332252,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6283.93,267.07,27,0.79568041,0.999219475,1.2029,3.00E-04,0,31419.65,5,7477.6,0,-1,0.79,-0.20431959,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6268.55,269.55,27,0.797632626,0.999223918,1.2037,3.00E-04,0,56416.95,9,7477.6,0,-1,0.79,-0.202367374,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6272.07,269.7,27,0.79718498,0.999239754,1.206,3.00E-04,0,3136.035,0.5,7477.6,0,-1,0.79,-0.20281502,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6270.92,269.65,27,0.797331173,0.999232931,1.205,3.00E-04,0,65844.66,10.5,7477.6,0,-1,0.79,-0.202668827,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6259.39,262.89,27,0.798799883,0.999096088,1.1864,3.00E-04,0,625.939,0.1,7477.6,0,-1,0.79,-0.201200117,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6245.52,262.31,27,0.800573851,0.999039886,1.1796,3.00E-04,0,1249.104,0.2,7477.6,0,-1,0.8,-0.199426149,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6249.09,262.46,27,0.800116497,0.999054239,1.1813,3.00E-04,0,1874.727,0.3,7477.6,0,-1,0.8,-0.199883503,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6101.1,302,27,0.819524348,0.999169561,1.1977,3.00E-04,0,3050.55,0.5,7477.6,0,-1,0.81,-0.180475652,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6103.81,305.19,27,0.819160492,0.999224217,1.2054,3.00E-04,0,3662.286,0.6,7477.6,0,-1,0.81,-0.180839508,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6164.89,292.83,27,0.811044479,0.999224345,1.2048,3.00E-04,0,12329.78,2,7477.6,0,-1,0.81,-0.188955521,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6264.77,263.12,27,0.798113897,0.999102793,1.1872,3.00E-04,0,73924.286,11.8,7477.6,0,-1,0.79,-0.201886103,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6263.19,256.79,27,0.798315236,0.998995529,1.1742,3.00E-04,0,172864.044,27.6,7477.6,0,-1,0.79,-0.201684764,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6255.17,275.23,27,0.799338787,0.999258566,1.209,3.00E-04,0,31275.85,5,7477.6,0,-1,0.79,-0.200661213,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6173.47,296.33,27,0.809917275,0.999306275,1.2173,3.00E-04,0,1234.694,0.2,7477.6,0,-1,0.8,-0.190082725,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6161.89,289.61,27,0.811439347,0.999180579,1.1986,3.00E-04,0,3080.945,0.5,7477.6,0,-1,0.81,-0.188560653,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6213.17,273.38,27,0.804742185,0.99918788,1.1991,3.00E-04,0,24231.363,3.9,7477.6,0,-1,0.8,-0.195257815,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
2020/3/28,-1,5000,6042.29,311.18,27,0.827500832,0.999181128,1.1999,3.00E-04,0,604.229,0.1,7477.6,0,-1,0.82,-0.172499168,0,"(-0.5,-0.1]",27,-1,3.75E-04,-1.000374797
