,m,spdy,ret,spd_ret,volatility,cdf_m,cdf_ret,sigma_prime,sigma_double_prime
0,0.8607079764250578,0.9773496466266578,-0.15,0.841212636607776,0.9567187201550474,0.06597244242803302,0.06597244242803302,-1.9090098678491785,0.8970996022643623
1,0.8633201382362515,1.032781535742792,-0.146969696969697,0.8916210982053154,0.9517396291843446,0.06860542772257372,0.06860542772257372,-1.904951062614349,1.8783226296829783
2,0.8659402276948179,1.0719226116375604,-0.14393939393939387,0.928220910392653,0.9467515527931716,0.07131651266963235,0.07131651266963235,-1.9025054767230187,1.8910003308695167
3,0.8685682688603662,1.1126292647212108,-0.14090909090909085,0.9663944743422842,0.94175504721038,0.07414283245603526,0.07414283245603526,-1.8998373373238115,1.904833349634693
4,0.8712042858655243,1.1549624747496199,-0.13787878787878782,1.0062082580157212,0.9367507138404708,0.07708965035487847,0.07708965035487847,-1.8969310146490508,1.9198832885562283
5,0.8738483029161603,1.1989846948947585,-0.13484848484848477,1.0477307408562349,0.9317392021803588,0.08016247511464736,0.08016247511464736,-1.8937699493433768,1.9362142896922707
6,0.8765003442916044,1.244759710264359,-0.13181818181818183,1.0910323146070284,0.9267212128929112,0.08336707022447398,0.08336707022447398,-1.8903366084741924,1.9538929627587376
7,0.8791604343448723,1.2923524590541513,-0.1287878787878788,1.1361851492287116,0.9216975010400276,0.08670946299587645,0.08670946299587645,-1.8866124416569947,1.9729882724997672
8,0.8818285975028888,1.3418288105943752,-0.12575757575757573,1.1832630181354074,0.9166688794768652,0.09019595333620056,0.09019595333620056,-1.8825778377908102,1.993571377286225
9,0.8845048582667114,1.3932552938811371,-0.12272727272727271,1.2323410762436806,0.9116362224073664,0.09383312206514416,0.09383312206514416,-1.878212083004628,2.0157154100191814
10,0.8871892412117565,1.44669876950583,-0.11969696969696968,1.2834955835798592,0.906600469099454,0.09762783859871826,0.09762783859871826,-1.8734933205283113,2.039495192741394
11,0.8898817709880238,1.5022260370988423,-0.1166666666666667,1.3368035663178386,0.9015626277561252,0.10158726779421334,0.10158726779421334,-1.8683985133347785,2.0649868727917733
12,0.8925824723203238,1.5599033697043687,-0.11363636363636359,1.3923424063115295,0.8965237795360738,0.10571887571514726,0.10571887571514726,-1.8629034105481463,2.092267470019812
13,0.8952913700085039,1.6197959656839547,-0.11060606060606065,1.4501893492514353,0.891485082714422,0.1100304340364624,0.1100304340364624,-1.8569825187752438,2.121414320957069
14,0.8980084889276768,1.6819673080513573,-0.10757575757575757,1.5104209207289516,0.8864477769705215,0.11453002276723279,0.11453002276723279,-1.850609079700516,2.1525044067690353
15,0.9007338540284485,1.7464784204187525,-0.10454545454545454,1.5731122386013,0.8814131877855874,0.11922603092074824,0.11922603092074824,-1.8437550554814395,2.1856135492716446
16,0.9034674903371477,1.813387008172028,-0.10151515151515145,1.6383362092831708,0.8763827309280473,0.12412715471020275,0.12412715471020275,-1.8363911236965116,2.2208154595925294
17,0.9062094229560551,1.8827464730434549,-0.09848484848484851,1.7061625949092571,0.8713579169988995,0.12924239279248229,0.12924239279248229,-1.8284866838238847,2.2581806230061234
18,0.9089596770636349,1.9546047890294784,-0.09545454545454551,1.7766569378232688,0.8663403560030117,0.13458103802324384,0.13458103802324384,-1.8200098774680158,2.297775003316646
19,0.911718277914765,2.0290032276880288,-0.09242424242424245,1.8498793286312294,0.8613317619051059,0.14015266512441382,0.14015266512441382,-1.8109276247952835,2.3396585507952508
20,0.9144852508409694,2.1059749213187198,-0.08939393939393935,1.9258830041869404,0.8563339571211533,0.1459671136015327,0.1459671136015327,-1.801205679882444,2.383883498441569
21,0.9172606212506507,2.185543253522725,-0.08636363636363631,2.004712762496423,0.8513488768870242,0.15203446518477093,0.15203446518477093,-1.7908087079162118,2.4304924334222027
22,0.9200444146293233,2.2677200682701266,-0.08333333333333329,2.086403182754758,0.8463785734365212,0.15836501500604738,0.15836501500604738,-1.779700387394827,2.479516133454955
23,0.9228366565398478,2.3525036910307735,-0.08030303030303028,2.1709766407284903,0.8414252199104408,0.1649692356685355,0.1649692356685355,-1.7678435406602233,2.5309711622320545
24,0.9256373726226654,2.439876758908481,-0.0772727272727273,2.258441112639151,0.8364911139071367,0.17185773331748344,0.17185773331748344,-1.7552002962147657,2.584857223824917
25,0.9284465885960336,2.529803861236948,-0.07424242424242426,2.3487877647825175,0.8315786805733817,0.17904119478731462,0.17904119478731462,-1.741732286327061,2.641154283833711
26,0.9312643302562619,2.6222289978987496,-0.07121212121212121,2.4419883315067277,0.8266904751223614,0.18653032488479893,0.18653032488479893,-1.7274008833848544,2.6998194743722093
27,0.9340906234779491,2.717072869925017,-0.0681818181818182,2.5379922911032797,0.8218291846536879,0.19433577287807713,0.19433577287807713,-1.7121674782800054,2.7607838124302626
28,0.9369254942142211,2.8142300258024,-0.06515151515151515,2.636723857757414,0.8169976291388145,0.20246804730386647,0.20246804730386647,-1.6959938037798528,2.823948775058477
29,0.9397689684969686,2.913565897484831,-0.062121212121212084,2.738078818127264,0.8121987614246534,0.21093741828815626,0.21093741828815626,-1.678842305321279,2.8891827915056543
30,0.9426210724370864,3.0149137723793684,-0.05909090909090903,2.841921253425582,0.8074356660991729,0.21975380670789701,0.21975380670789701,-1.6606765609245178,2.956317731179038
31,0.9454818322247134,3.118071761478246,-0.056060606060606026,2.9480802020505914,0.802711557055988,0.22892665971137338,0.22892665971137338,-1.641461750930488,3.025145487179236
32,0.948351274129473,3.222799839070826,-0.053030303030303004,3.056346333647078,0.7980297735913151,0.23846481237155015,0.23846481237155015,-1.6211651769966293,3.095414776299935
